,Cluster,Organization,Conditionality,Restriction,Delivery mechanism,"Status (Completed, Ongoing, planned)",April Individuals,Region,District
273,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,438,Woqooyi Galbeed,Lughaye
274,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,384,Awdal,Zeylac
275,Food security,COOPI,Unconditional,Restricted,Voucher,ongoing,0,Gedo,Doloow
276,Food security,COOPI,Unconditional,Restricted,Voucher,ongoing,1800,Gedo,Doloow
277,Food security,COOPI,Unconditional,Unrestricted,Mobile money transfer,ongoing,3120,Gedo,Doloow
278,Food security,,Unspecified,Unspecified,Unspecified,ongoing,,,
279,Food security,World Concern,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Sanaag,Laasqoray
280,Food security,World Concern,Unconditional,Unrestricted,Mobile money transfer,ongoing,4080,Sanaag,Ceel Afweyn
281,Food security,World Concern,Unconditional,Unrestricted,Mobile money transfer,ongoing,2190,Sanaag,Ceerigaabo
282,Food security,World Concern,Unconditional,Unrestricted,Mobile money transfer,ongoing,2730,Sool,Caynabo
283,Food security,VSF Germany ,Unconditional,Restricted,Voucher,ongoing,1800,Gedo,Doloow
284,Food security,VSF Germany ,Unconditional,Restricted,Voucher,ongoing,1680,Gedo,Luuq
285,Food security,VSF Germany ,Cash for Work,Unrestricted,Mobile money transfer,ongoing,900,Gedo,Doloow
286,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,384,Awdal,Zeylac
287,Food security,VSF Germany ,Unconditional,Restricted,Voucher,ongoing,1500,Gedo,Doloow
288,Food security,VSF Germany ,Unconditional,Restricted,Voucher,ongoing,1500,Gedo,Luuq
289,Food security,VSF Germany ,Unconditional,Restricted,Voucher,planned,,Gedo,Doloow
290,Food security,VSF Germany ,Unconditional,Restricted,Voucher,planned,,Gedo,Luuq
291,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,384,Awdal,Zeylac
292,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,384,Awdal,Zeylac
293,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,384,Awdal,Zeylac
294,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1146,Awdal,Zeylac
295,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Awdal,Zeylac
296,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,834,Awdal,Zeylac
297,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,372,Woqooyi Galbeed,Gebiley
298,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,534,Woqooyi Galbeed,Gebiley
299,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,582,Woqooyi Galbeed,Gebiley
300,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,432,Woqooyi Galbeed,Gebiley
301,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,396,Woqooyi Galbeed,Gebiley
302,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,288,Woqooyi Galbeed,Gebiley
303,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,354,Woqooyi Galbeed,Gebiley
304,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,258,Woqooyi Galbeed,Gebiley
305,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,750,Woqooyi Galbeed,Hargeysa
306,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,996,Woqooyi Galbeed,Hargeysa
307,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1080,Woqooyi Galbeed,Hargeysa
308,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,774,Woqooyi Galbeed,Hargeysa
309,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,438,Sanaag,Ceerigaabo
310,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,732,Sanaag,Ceerigaabo
311,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,522,Sanaag,Ceerigaabo
312,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,714,Sanaag,Ceerigaabo
313,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,624,Sanaag,Ceerigaabo
314,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,438,Sanaag,Ceerigaabo
315,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,522,Sanaag,Ceerigaabo
316,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,444,Sanaag,Ceerigaabo
317,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,648,Sanaag,Ceerigaabo
318,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,618,Sanaag,Ceerigaabo
319,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,354,Woqooyi Galbeed,Berbera
320,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,306,Woqooyi Galbeed,Berbera
321,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,354,Woqooyi Galbeed,Berbera
322,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,354,Woqooyi Galbeed,Berbera
323,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,750,Bari,Iskushuban
324,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,690,Bari,Iskushuban
325,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,660,Bari,Iskushuban
326,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,696,Bari,Iskushuban
327,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1146,Nugaal,Eyl
328,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,720,Nugaal,Eyl
329,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,840,Nugaal,Eyl
330,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1080,Nugaal,Eyl
331,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,480,Nugaal,Eyl
332,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,240,Nugaal,Eyl
333,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,294,Nugaal,Eyl
334,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,270,Middle Juba,Saakow
335,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,330,Middle Juba,Saakow
336,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,378,Middle Juba,Saakow
337,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,420,Middle Juba,Saakow
338,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,582,Middle Juba,Saakow
339,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Middle Juba,Saakow
340,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,624,Middle Juba,Saakow
341,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,696,Middle Juba,Saakow
342,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,606,Middle Juba,Bu'aale
343,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,570,Middle Juba,Bu'aale
344,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,288,Middle Juba,Bu'aale
345,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,378,Middle Juba,Bu'aale
346,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,378,Middle Juba,Bu'aale
347,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,336,Middle Juba,Bu'aale
348,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,336,Middle Juba,Bu'aale
349,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,708,Middle Juba,Bu'aale
350,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1002,Nugaal,Garowe
351,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,930,Nugaal,Garowe
352,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1026,Nugaal,Garowe
353,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1014,Nugaal,Garowe
354,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1344,Nugaal,Garowe
355,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1056,Nugaal,Garowe
356,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1008,Nugaal,Garowe
357,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1020,Nugaal,Garowe
358,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,720,Bari,Bandabeyla
359,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,606,Bari,Bandabeyla
360,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,576,Bari,Bandabeyla
361,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,690,Bari,Bandabeyla
362,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1008,Bari,Bandabeyla
363,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1236,Awdal,Borama
364,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,924,Awdal,Borama
365,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,582,Awdal,Borama
366,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,990,Awdal,Borama
367,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,948,Awdal,Borama
368,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bay,Baidoa
369,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,924,Bay,Baidoa
370,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,774,Bay,Baidoa
371,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,876,Bay,Baidoa
372,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bay,Baidoa
373,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1026,Bay,Baidoa
374,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,564,Lower Shabelle,Kurtunwarey
375,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,402,Lower Shabelle,Kurtunwarey
376,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,864,Lower Shabelle,Kurtunwarey
377,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,990,Lower Shabelle,Kurtunwarey
378,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,780,Lower Shabelle,Kurtunwarey
379,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,552,Hiraan,Jalalaqsi
380,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1302,Hiraan,Jalalaqsi
381,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,864,Hiraan,Jalalaqsi
382,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,672,Hiraan,Jalalaqsi
383,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,810,Hiraan,Jalalaqsi
384,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,324,Hiraan,Bulo Burto
385,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Hiraan,Bulo Burto
386,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,312,Hiraan,Bulo Burto
387,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,318,Hiraan,Bulo Burto
388,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,144,Bay,Baidoa
389,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,156,Bay,Baidoa
390,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,186,Bay,Baidoa
391,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,294,Bay,Baidoa
392,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,120,Bay,Baidoa
393,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,114,Hiraan,Bulo Burto
394,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,228,Hiraan,Bulo Burto
395,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,204,Hiraan,Bulo Burto
396,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,252,Hiraan,Bulo Burto
397,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,390,Hiraan,Bulo Burto
398,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,702,Hiraan,Bulo Burto
399,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,618,Hiraan,Bulo Burto
400,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,618,Hiraan,Bulo Burto
401,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,720,Hiraan,Bulo Burto
402,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Waajid
403,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Waajid
404,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Waajid
405,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Waajid
406,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Bakool,Waajid
407,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Bakool,Waajid
408,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Bakool,Waajid
409,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Bakool,Waajid
410,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Xudur
411,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Xudur
412,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Xudur
413,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Xudur
414,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,900,Bakool,Xudur
415,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,810,Hiraan,Belet Weyne
416,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Hiraan,Bulo Burto
417,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,90,Hiraan,Bulo Burto
418,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,60,Hiraan,Bulo Burto
419,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,144,Hiraan,Bulo Burto
420,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,54,Hiraan,Bulo Burto
421,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Hiraan,Bulo Burto
422,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,204,Hiraan,Bulo Burto
423,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,102,Hiraan,Bulo Burto
424,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,48,Hiraan,Bulo Burto
425,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,108,Hiraan,Jalalaqsi
426,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,162,Hiraan,Jalalaqsi
427,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,156,Hiraan,Jalalaqsi
428,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,162,Hiraan,Jalalaqsi
429,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,120,Hiraan,Jalalaqsi
430,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,648,Hiraan,Belet Weyne
431,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,618,Hiraan,Belet Weyne
432,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,786,Hiraan,Belet Weyne
433,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,738,Hiraan,Belet Weyne
434,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,552,Hiraan,Belet Weyne
435,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,432,Hiraan,Belet Weyne
436,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,576,Hiraan,Belet Weyne
437,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,588,Hiraan,Belet Weyne
438,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,654,Hiraan,Belet Weyne
439,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,456,Hiraan,Belet Weyne
440,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,546,Hiraan,Belet Weyne
441,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,510,Hiraan,Belet Weyne
442,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,486,Hiraan,Belet Weyne
443,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,222,Bakool,Xudur
444,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,210,Bakool,Xudur
445,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,180,Bakool,Xudur
446,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,156,Bakool,Xudur
447,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,240,Bakool,Waajid
448,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,222,Bakool,Waajid
449,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,156,Bakool,Waajid
450,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,198,Bakool,Waajid
451,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,738,Hiraan,Belet Weyne
452,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,882,Hiraan,Belet Weyne
453,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,948,Hiraan,Belet Weyne
454,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,648,Hiraan,Belet Weyne
455,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,684,Hiraan,Belet Weyne
456,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1218,Bay,Buur Hakaba
457,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,618,Bay,Buur Hakaba
458,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1056,Bay,Buur Hakaba
459,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1386,Bay,Buur Hakaba
460,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,822,Bay,Buur Hakaba
461,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,528,Lower Juba,Jamaame
462,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,204,Lower Juba,Jamaame
463,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,624,Lower Juba,Jamaame
464,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,816,Lower Juba,Jamaame
465,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,672,Lower Juba,Jamaame
466,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,594,Lower Juba,Jamaame
467,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,696,Lower Juba,Jamaame
468,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,366,Lower Juba,Jamaame
469,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,876,Lower Juba,Kismayo
470,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,108,Hiraan,Belet Weyne
471,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Hiraan,Belet Weyne
472,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,96,Hiraan,Belet Weyne
473,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,96,Hiraan,Belet Weyne
474,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,114,Hiraan,Belet Weyne
475,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Hiraan,Belet Weyne
476,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,96,Hiraan,Belet Weyne
477,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,90,Hiraan,Belet Weyne
478,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Hiraan,Belet Weyne
479,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,150,Hiraan,Belet Weyne
480,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Hiraan,Belet Weyne
481,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,102,Hiraan,Belet Weyne
482,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,114,Hiraan,Belet Weyne
483,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,126,Hiraan,Belet Weyne
484,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Lower Juba,Kismayo
485,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,348,Lower Juba,Kismayo
486,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,300,Lower Juba,Kismayo
487,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,324,Lower Juba,Kismayo
488,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,324,Lower Juba,Kismayo
